donor_id,name,age,gender,blood_type,location,latitude,longitude,last_donation_date,availability_status,health_conditions,contact_number,donation_frequency,responsiveness_score,base_availability_score
DON_000674,Donor_674,18,Female,A-,"Delhi, India",28.70306187515597,77.09069539514769,2024-08-11,Unavailable,Hepatitis,+91-8282531582,5,0.34134089238263154,0.3
DON_000675,Donor_675,54,Female,B-,"Bangalore, India",12.967073098514906,77.59831460688318,2025-06-29,Unavailable,Hepatitis,+91-8674979897,5,0.3999102031891229,0.0
DON_000676,Donor_676,24,Female,A-,"Delhi, India",28.702716647179837,77.0987257659887,2025-03-09,Unavailable,Hepatitis,+91-8799682701,1,0.40250827361387415,0.3
DON_000677,Donor_677,65,Male,B-,"Delhi, India",28.688695889360496,77.09498654530397,2025-08-12,Unavailable,None,+91-9311639723,2,0.8321424871051054,0.0
DON_000678,Donor_678,53,Female,B+,"Delhi, India",28.709565691628622,77.11020833961125,2025-02-14,Unavailable,Malaria,+91-9345620385,1,0.8765079429419028,0.3
DON_000679,Donor_679,39,Male,A+,"Mumbai, India",19.071448282160464,72.89398627697882,2024-11-13,Available,None,+91-9590950133,2,0.5972080284927985,1.0
DON_000680,Donor_680,37,Male,A+,"Mumbai, India",19.080152452343235,72.88299170366945,2025-05-29,Available,None,+91-7947206476,0,0.5433112287682824,1.0
DON_000681,Donor_681,23,Female,B+,"Mumbai, India",19.07663232146513,72.87494160040104,2025-06-15,Unavailable,Anemia,+91-9096929657,4,0.32057964318278137,0.3
DON_000682,Donor_682,21,Female,O+,"Kolkata, India",22.58407566452145,88.35523115415117,2025-07-16,Unavailable,None,+91-7942408767,2,0.22218523469436466,0.0
DON_000683,Donor_683,34,Female,A+,"Kolkata, India",22.575251639227467,88.35741001479526,2025-01-20,Unavailable,Malaria,+91-8172248246,4,0.53825687492353,0.3
DON_000684,Donor_684,45,Female,O+,"Mumbai, India",19.060350236285,72.87063330895927,2025-02-27,Available,None,+91-8871901278,2,0.09175284918202135,1.0
DON_000685,Donor_685,43,Male,B+,"Mumbai, India",19.05934874703696,72.85768259832524,2025-01-09,Available,None,+91-9085816511,0,0.2906422866852531,1.0
DON_000686,Donor_686,33,Female,B-,"Delhi, India",28.706595564303075,77.10294552165571,2025-05-13,Unavailable,Diabetes,+91-7124660666,2,0.5537366401032249,0.3
DON_000687,Donor_687,18,Male,O-,"Delhi, India",28.713911497155703,77.098630705534,2025-06-23,Available,None,+91-8670128972,2,0.7229806013431764,1.0
DON_000688,Donor_688,55,Female,O-,"Delhi, India",28.688657266789026,77.10780342901671,2024-02-19,Available,None,+91-8443665390,2,0.42597009606642117,1.0
DON_000689,Donor_689,38,Female,O+,"Kolkata, India",22.579941063358074,88.34852292191471,2025-06-26,Unavailable,None,+91-9872790327,0,0.27025056675186104,0.0
DON_000690,Donor_690,41,Male,O+,"Kolkata, India",22.589062309518102,88.38073314575928,2025-08-19,Unavailable,Anemia,+91-9916892179,2,0.49797483660128655,0.0
DON_000691,Donor_691,39,Male,O+,"Delhi, India",28.70847424485723,77.09499452810998,2025-07-26,Unavailable,None,+91-8736526879,1,0.8164032383721123,0.0
DON_000692,Donor_692,18,Female,B-,"Chennai, India",13.064149213365134,80.2687093744624,2025-03-08,Available,None,+91-7708861714,3,0.7385641945534513,1.0
DON_000693,Donor_693,37,Female,A+,"Mumbai, India",19.080604156498428,72.87630457957073,2025-03-23,Available,None,+91-9007425404,2,0.31416719527599296,1.0
DON_000694,Donor_694,38,Male,O+,"Delhi, India",28.70639562614856,77.09858975333135,2025-03-10,Unavailable,Hypertension,+91-7548157187,0,0.42888807656881034,0.3
DON_000695,Donor_695,52,Female,B+,"Mumbai, India",19.07374648514956,72.89436663259228,2024-12-28,Available,None,+91-9672573305,4,0.23938730589461313,1.0
DON_000696,Donor_696,26,Male,A+,"Bangalore, India",12.972616300535334,77.59933082671995,2025-01-22,Available,None,+91-9294043548,1,0.3768452582168754,1.0
DON_000697,Donor_697,22,Female,AB+,"Delhi, India",28.69132582001219,77.1062417254111,2024-12-04,Available,None,+91-7115820025,2,0.6900984964131003,1.0
DON_000698,Donor_698,37,Male,O+,"Delhi, India",28.71681333439585,77.10365453465623,2025-08-07,Unavailable,None,+91-8692304102,1,0.8091266891277841,0.0
DON_000699,Donor_699,25,Female,O+,"Bangalore, India",12.97455665551482,77.57955753328955,2025-07-13,Unavailable,None,+91-9542160120,4,0.40740145786107246,0.0
DON_000700,Donor_700,37,Male,B+,"Hyderabad, India",17.386701120016543,78.4863482191123,2024-07-09,Available,None,+91-9424045110,0,0.4116451472875518,1.0
DON_000701,Donor_701,32,Male,O-,"Hyderabad, India",17.391683539678436,78.47773414459353,2025-07-03,Unavailable,None,+91-9847562279,3,0.5354627618866863,0.0
DON_000702,Donor_702,41,Female,A+,"Delhi, India",28.7030262138159,77.11855677958083,2024-10-07,Available,None,+91-7116402431,2,0.6878163046936298,1.0
DON_000703,Donor_703,33,Male,AB+,"Bangalore, India",12.968124750574813,77.60015948749958,2025-03-31,Available,None,+91-7360551585,1,0.4326317103057693,1.0
DON_000704,Donor_704,18,Female,O-,"Mumbai, India",19.06182923442078,72.8922524264082,2025-06-07,Available,None,+91-9760588734,0,0.6246247155902459,1.0
DON_000705,Donor_705,40,Female,A+,"Mumbai, India",19.086621674475886,72.87446485053216,2025-07-08,Unavailable,None,+91-8840877826,2,0.2629208175663867,0.0
DON_000706,Donor_706,35,Male,A+,"Hyderabad, India",17.391612305108644,78.49240945694604,2025-07-28,Unavailable,Hypertension,+91-7582824840,2,0.6407778327915437,0.0
DON_000707,Donor_707,25,Female,A+,"Bangalore, India",12.984840877836122,77.59168121145966,2025-03-24,Unavailable,Anemia,+91-8982979741,1,0.2725066773655909,0.3
DON_000708,Donor_708,23,Female,O+,"Delhi, India",28.709772468488577,77.09954943810195,2025-08-04,Unavailable,None,+91-7780520225,1,0.4521720171750638,0.0
DON_000709,Donor_709,29,Female,A+,"Bangalore, India",12.959059773475715,77.58461063623754,2025-02-05,Available,None,+91-7215970859,0,0.4375114369031931,1.0
DON_000710,Donor_710,38,Male,O+,"Mumbai, India",19.072115200932284,72.8703572402871,2025-02-09,Available,None,+91-8117362852,5,0.5814294076229092,1.0
DON_000711,Donor_711,27,Female,O+,"Chennai, India",13.081807967023083,80.28680292980484,2025-06-12,Available,None,+91-8628238707,1,0.11551917608712794,1.0
DON_000712,Donor_712,23,Female,B-,"Chennai, India",13.077939374422222,80.26793248969223,2024-07-28,Available,None,+91-8405969000,3,0.04928867429362637,1.0
DON_000713,Donor_713,26,Male,O+,"Hyderabad, India",17.392722299334835,78.48236435967236,2025-06-01,Available,None,+91-7909074012,0,0.5722396620696074,1.0
DON_000714,Donor_714,42,Male,B+,"Hyderabad, India",17.37467994343668,78.47175736470933,2025-01-23,Available,None,+91-8952918745,1,0.7438886354192067,1.0
DON_000715,Donor_715,37,Male,O+,"Bangalore, India",12.986285022718855,77.59841724744847,2025-06-25,Unavailable,Malaria,+91-8403792057,1,0.16861775455725714,0.3
DON_000716,Donor_716,33,Male,B+,"Kolkata, India",22.56496534696691,88.36869179159412,2024-06-30,Available,None,+91-8449553823,0,0.6050529500266774,1.0
DON_000717,Donor_717,36,Female,B+,"Bangalore, India",12.964291250734865,77.59096230978626,2024-09-05,Available,None,+91-8628334692,2,0.37946237868624166,1.0
DON_000718,Donor_718,34,Male,B+,"Delhi, India",28.710834727961583,77.07595837654291,2025-07-13,Unavailable,Diabetes,+91-8195103064,0,0.8307453324959504,0.0
DON_000719,Donor_719,19,Female,A+,"Bangalore, India",12.966855095552516,77.58119982272076,2025-01-07,Available,None,+91-8810607153,2,0.7252961467657384,1.0
DON_000720,Donor_720,51,Female,B-,"Bangalore, India",12.964499845571085,77.58719574019312,2025-01-19,Available,None,+91-8083497965,2,0.6642380774587272,1.0
DON_000721,Donor_721,30,Male,O-,"Chennai, India",13.08144539460848,80.25732757584082,2025-06-18,Available,None,+91-7351784589,6,0.5969237581539276,1.0
DON_000722,Donor_722,31,Male,O+,"Delhi, India",28.697765563652293,77.08804481852255,2025-07-16,Unavailable,None,+91-9019952485,3,0.6749632947603257,0.0
DON_000723,Donor_723,39,Female,O+,"Kolkata, India",22.573255032681196,88.37217713173582,2025-02-09,Available,None,+91-7083250566,3,0.6072760824755099,1.0
DON_000724,Donor_724,37,Female,O+,"Mumbai, India",19.085661713059476,72.8837923883089,2025-08-18,Unavailable,None,+91-9316787198,3,0.4289760248436336,0.0
DON_000725,Donor_725,31,Female,A+,"Bangalore, India",12.985839538455412,77.60873769648292,2025-07-28,Unavailable,None,+91-7223705953,4,0.3651517474250565,0.0
DON_000726,Donor_726,34,Male,A+,"Hyderabad, India",17.388310389028174,78.4920179739848,2024-04-11,Unavailable,Hypertension,+91-8503068227,3,0.6460591255400382,0.3
DON_000727,Donor_727,18,Male,A+,"Mumbai, India",19.068042823364795,72.89516490631596,2025-07-28,Unavailable,None,+91-7963026855,1,0.2908275314702433,0.0
DON_000728,Donor_728,47,Female,B+,"Delhi, India",28.699348747215556,77.09944407732486,2025-08-19,Unavailable,Hepatitis,+91-9792347639,1,0.527954767539356,0.0
DON_000729,Donor_729,32,Female,O+,"Hyderabad, India",17.373020420376594,78.48243428747169,2025-08-20,Unavailable,None,+91-7294713656,1,0.3317890459518778,0.0
DON_000730,Donor_730,30,Male,B+,"Mumbai, India",19.081165570448,72.88062168828208,2025-07-27,Unavailable,None,+91-9799264931,4,0.5706092232624129,0.0
DON_000731,Donor_731,36,Male,B-,"Kolkata, India",22.56890636381072,88.36619635315074,2024-09-16,Available,None,+91-7172907376,1,0.6927290708449407,1.0
DON_000732,Donor_732,23,Female,O+,"Hyderabad, India",17.38353023017953,78.5010417703652,2025-05-06,Unavailable,HIV/AIDS,+91-7133272825,1,0.17292737621779877,0.3
DON_000733,Donor_733,18,Male,O+,"Chennai, India",13.076442269562683,80.27299924345418,2024-03-10,Available,None,+91-8062073697,2,0.302411918796483,1.0
DON_000734,Donor_734,44,Male,B-,"Delhi, India",28.685503369594503,77.10196414624681,2024-08-19,Available,None,+91-7856247605,5,0.171712047042823,1.0
DON_000735,Donor_735,40,Male,A+,"Bangalore, India",12.97347709448128,77.60611771469387,2025-05-06,Available,None,+91-7087531510,2,0.6509271939408365,1.0
DON_000736,Donor_736,41,Male,AB+,"Delhi, India",28.690784917004457,77.10315891608603,2024-12-30,Available,None,+91-9668616333,3,0.12424788537990214,1.0
DON_000737,Donor_737,54,Female,B+,"Mumbai, India",19.08579259744287,72.87520344461781,2025-03-24,Unavailable,Malaria,+91-7654477195,4,0.2865483987254172,0.3
DON_000738,Donor_738,37,Male,A+,"Bangalore, India",12.99142470450169,77.57748511514635,2025-02-25,Available,None,+91-8024542722,1,0.12034748790074938,1.0
DON_000739,Donor_739,39,Male,O+,"Hyderabad, India",17.394646742396866,78.47871793923642,2025-03-01,Available,None,+91-7542114964,2,0.4113125655550132,1.0
DON_000740,Donor_740,47,Male,O+,"Mumbai, India",19.06972459997256,72.85716513451345,2025-01-02,Available,None,+91-9033929266,2,0.7368446450115612,1.0
DON_000741,Donor_741,39,Male,B-,"Delhi, India",28.69702168721766,77.10720013661248,2023-05-31,Available,None,+91-9875303857,2,0.3171552098263926,1.0
DON_000742,Donor_742,36,Female,O+,"Bangalore, India",12.975650353858558,77.58614447823645,2025-02-13,Available,None,+91-7491298929,0,0.540698579643783,1.0
DON_000743,Donor_743,18,Male,O+,"Delhi, India",28.70728051548179,77.08190839516308,2025-07-21,Unavailable,None,+91-9422230882,2,0.460105558029082,0.0
DON_000744,Donor_744,44,Male,O-,"Mumbai, India",19.07724343584881,72.88740886912014,2023-06-17,Available,None,+91-7936150587,1,0.14629468656225472,1.0
DON_000745,Donor_745,26,Female,A+,"Bangalore, India",12.95286759888181,77.58957804208276,2025-04-14,Available,None,+91-8997305752,2,0.5739391461218493,1.0
DON_000746,Donor_746,25,Female,O+,"Chennai, India",13.085290288214837,80.27074743359528,2025-07-26,Unavailable,Diabetes,+91-8100558303,0,0.0689372083802482,0.0
DON_000747,Donor_747,29,Female,O+,"Delhi, India",28.71144748595741,77.0878777102748,2025-08-06,Unavailable,None,+91-8584392711,1,0.10047484769469728,0.0
DON_000748,Donor_748,33,Female,A+,"Hyderabad, India",17.391769940973752,78.50091695883285,2025-06-08,Unavailable,Heart Disease,+91-7720648887,0,0.09968560628137745,0.3
DON_000749,Donor_749,37,Male,O+,"Bangalore, India",12.962350741842808,77.5972877578915,2025-04-05,Unavailable,Hypertension,+91-9602289301,3,0.20573173788601543,0.3
DON_000750,Donor_750,37,Male,B+,"Chennai, India",13.074943936385624,80.26603550808093,2025-03-08,Available,None,+91-9608108101,3,0.4025729492965143,1.0
DON_000751,Donor_751,32,Male,B+,"Delhi, India",28.686552021146287,77.11260069020594,2023-06-10,Available,None,+91-7491914923,2,0.2934316654487765,1.0
DON_000752,Donor_752,43,Male,B+,"Kolkata, India",22.558645623568903,88.36844704396417,2025-07-17,Unavailable,Diabetes,+91-7703368777,3,0.6210834740324032,0.0
DON_000753,Donor_753,34,Male,B+,"Mumbai, India",19.068493731780233,72.87470450588802,2024-11-13,Unavailable,Hypertension,+91-8335901990,0,0.5150660487855777,0.3
DON_000754,Donor_754,35,Female,O+,"Chennai, India",13.086760940188487,80.2749832741417,2025-06-11,Available,None,+91-7464280597,3,0.12379040593876188,1.0
DON_000755,Donor_755,18,Male,AB+,"Chennai, India",13.090435577062069,80.26574294053425,2025-07-23,Unavailable,None,+91-9485432021,3,0.22686830634940128,0.0
DON_000756,Donor_756,33,Male,O+,"Hyderabad, India",17.391540239742316,78.47917094604571,2024-12-13,Available,None,+91-7110287971,3,0.3379070795654718,1.0
DON_000757,Donor_757,41,Male,A+,"Kolkata, India",22.564220664176304,88.34825026106559,2025-02-05,Unavailable,Anemia,+91-8339846171,3,0.3582696664815908,0.3
DON_000758,Donor_758,27,Female,O+,"Mumbai, India",19.06452693516251,72.87554752141905,2025-07-07,Unavailable,Tuberculosis,+91-9473028098,3,0.6606799291789598,0.0
DON_000759,Donor_759,58,Female,B+,"Bangalore, India",12.961475256298456,77.58924966915309,2025-06-26,Unavailable,None,+91-9909184445,1,0.35434476626579636,0.0
DON_000760,Donor_760,42,Female,B-,"Mumbai, India",19.08510251681533,72.8759386580229,2025-07-28,Unavailable,None,+91-8611931113,3,0.5142238346492264,0.0
DON_000761,Donor_761,18,Male,O+,"Mumbai, India",19.08624774112282,72.88938580364274,2024-12-05,Unavailable,Heart Disease,+91-8703617827,2,0.4780678230960369,0.3
DON_000762,Donor_762,23,Female,B+,"Mumbai, India",19.081041523613766,72.86941819436127,2025-05-28,Available,None,+91-7851819913,0,0.3077722353391871,1.0
DON_000763,Donor_763,43,Male,O+,"Mumbai, India",19.063975163014188,72.89269276584017,2024-11-10,Unavailable,Hypertension,+91-7326402374,1,0.6959238944018288,0.3
DON_000764,Donor_764,30,Female,O+,"Bangalore, India",12.981539277907947,77.59505960936049,2024-11-10,Available,None,+91-9543040948,3,0.5649667406951452,1.0
DON_000765,Donor_765,32,Male,O+,"Bangalore, India",12.962029189227334,77.60324672930594,2025-07-14,Unavailable,None,+91-9966166331,1,0.40871760657709016,0.0
DON_000766,Donor_766,42,Male,O+,"Mumbai, India",19.091798669556056,72.8883181664599,2025-03-06,Available,None,+91-9693985578,3,0.3032760480085542,1.0
DON_000767,Donor_767,51,Female,B+,"Chennai, India",13.065510695870463,80.28116954534428,2025-06-30,Unavailable,None,+91-8043030161,4,0.2501286024731011,0.0
DON_000768,Donor_768,35,Male,O+,"Hyderabad, India",17.388571617361443,78.47407037063132,2024-06-03,Unavailable,Diabetes,+91-7437662764,2,0.29227609519281395,0.3
DON_000769,Donor_769,18,Male,O+,"Chennai, India",13.084974050789917,80.2675151820113,2025-05-09,Available,None,+91-9994421136,2,0.24519606524803914,1.0
DON_000770,Donor_770,41,Male,O+,"Delhi, India",28.6977753158369,77.09258227353921,2024-06-14,Available,None,+91-8295287749,0,0.5922291605115897,1.0
DON_000771,Donor_771,26,Female,B+,"Chennai, India",13.089713898938095,80.26709193506161,2025-04-21,Available,None,+91-9938870196,0,0.40364256831535517,1.0
DON_000772,Donor_772,50,Female,B+,"Chennai, India",13.077018277720779,80.26223545508732,2024-12-04,Unavailable,Heart Disease,+91-9578748240,2,0.7929456948255689,0.3
DON_000773,Donor_773,18,Male,A+,"Mumbai, India",19.068946832760844,72.86994673617889,2025-04-03,Unavailable,Hypertension,+91-7519927529,2,0.8654504941516116,0.3
DON_000774,Donor_774,48,Male,O+,"Mumbai, India",19.06996312728203,72.89228657522938,2025-03-16,Available,None,+91-9430661792,2,0.4909016167497797,1.0
DON_000775,Donor_775,36,Female,A+,"Mumbai, India",19.07344812828486,72.87733397337306,2025-01-26,Available,None,+91-7176390590,4,0.16563165585434553,1.0
DON_000776,Donor_776,21,Male,A+,"Chennai, India",13.072377766176043,80.27207743894003,2025-07-24,Unavailable,Anemia,+91-8491228808,2,0.39288585351261923,0.0
DON_000777,Donor_777,45,Male,B+,"Mumbai, India",19.06126980169485,72.87547425072776,2024-06-25,Unavailable,HIV/AIDS,+91-9288123416,5,0.4851442281574578,0.3
DON_000778,Donor_778,18,Male,B+,"Kolkata, India",22.568190978113893,88.35273549144816,2024-12-15,Available,None,+91-8839869544,2,0.36806385417182635,1.0
DON_000779,Donor_779,46,Male,O-,"Mumbai, India",19.07775673712492,72.8913078635548,2025-06-11,Available,None,+91-9841212515,3,0.47618343769745386,1.0
DON_000780,Donor_780,24,Female,O+,"Delhi, India",28.70688125489536,77.08624107972626,2025-04-29,Available,None,+91-8591589823,2,0.804861916712604,1.0
DON_000781,Donor_781,34,Male,O+,"Mumbai, India",19.076891981966128,72.87237541015932,2024-11-11,Unavailable,Malaria,+91-7296166921,4,0.6940996966935348,0.3
DON_000782,Donor_782,42,Male,B+,"Bangalore, India",12.961236708031619,77.6006860216393,2025-06-21,Available,None,+91-9173085046,1,0.5260472334710201,1.0
DON_000783,Donor_783,26,Male,B+,"Mumbai, India",19.082924643413644,72.87321508630214,2025-06-03,Available,None,+91-9781177100,2,0.5679305728277434,1.0
DON_000784,Donor_784,18,Male,B+,"Delhi, India",28.690017732316925,77.08189801452784,2024-03-22,Unavailable,Anemia,+91-8465576748,0,0.8525170105328326,0.3
DON_000785,Donor_785,39,Male,AB+,"Bangalore, India",12.989299130676557,77.60369962540861,2025-04-29,Available,None,+91-7054340558,3,0.7117339119419849,1.0
DON_000786,Donor_786,42,Male,O+,"Kolkata, India",22.586298832599525,88.3511291543767,2025-05-10,Available,None,+91-8804138557,2,0.5211185267603058,1.0
DON_000787,Donor_787,22,Female,AB+,"Chennai, India",13.079353961454698,80.27635632901887,2025-04-11,Available,None,+91-9105400301,2,0.6792055614629454,1.0
DON_000788,Donor_788,38,Male,AB+,"Chennai, India",13.082661377212082,80.27080021151741,2024-07-19,Available,None,+91-7453285987,2,0.9758049942462896,1.0
DON_000789,Donor_789,26,Female,O+,"Delhi, India",28.68348594575977,77.10680362641507,2024-04-03,Available,None,+91-8861968817,2,0.6043150237454418,1.0
DON_000790,Donor_790,50,Male,O+,"Mumbai, India",19.064959743665277,72.88110946123517,2025-06-21,Available,None,+91-8555585773,1,0.8068205959402142,1.0
DON_000791,Donor_791,31,Male,B+,"Hyderabad, India",17.38520015550111,78.47064209140018,2025-03-01,Available,None,+91-9729817240,4,0.7542259761332158,1.0
DON_000792,Donor_792,31,Male,O+,"Chennai, India",13.080077664306172,80.27055730822406,2025-07-15,Unavailable,None,+91-8974565461,0,0.40757284270707905,0.0
DON_000793,Donor_793,32,Male,B-,"Bangalore, India",12.981618312112616,77.59860502956863,2025-08-06,Unavailable,None,+91-7657091982,4,0.8031211242219476,0.0
DON_000794,Donor_794,18,Female,B+,"Hyderabad, India",17.379795970097607,78.47671429613517,2024-02-16,Available,None,+91-8870403050,1,0.7688105919146129,1.0
DON_000795,Donor_795,18,Male,O+,"Mumbai, India",19.065269490412938,72.88250875065447,2025-01-31,Available,None,+91-7756502473,3,0.5535586087683324,1.0
DON_000796,Donor_796,39,Male,B-,"Delhi, India",28.71220913772616,77.09355488778382,2022-04-21,Available,None,+91-9240885202,0,0.6243640299410034,1.0
DON_000797,Donor_797,27,Female,B+,"Bangalore, India",12.981486385221393,77.59907345559306,2025-03-04,Available,None,+91-9793693337,4,0.5994188389324872,1.0
DON_000798,Donor_798,34,Male,B+,"Chennai, India",13.078122810519613,80.26619259722698,2025-07-05,Unavailable,None,+91-8159995046,3,0.7321823238703445,0.0
DON_000799,Donor_799,18,Male,O+,"Mumbai, India",19.082943263811494,72.90342752389245,2024-11-26,Unavailable,Diabetes,+91-9645323395,4,0.8332375189049368,0.3
DON_000800,Donor_800,40,Female,O+,"Chennai, India",13.070274991630807,80.27677203989745,2025-08-13,Unavailable,None,+91-9311435034,1,0.08710170158411298,0.0
DON_000801,Donor_801,22,Male,A+,"Delhi, India",28.705534059610713,77.10825356724521,2025-02-11,Unavailable,Heart Disease,+91-9076605983,1,0.37973836167721386,0.3
DON_000802,Donor_802,46,Male,O+,"Mumbai, India",19.064681136214674,72.8684817634368,2025-06-04,Available,None,+91-8996617659,0,0.6147850494863721,1.0
DON_000803,Donor_803,36,Male,O+,"Delhi, India",28.68718298177405,77.09575654173405,2025-07-14,Unavailable,None,+91-8870778191,3,0.3188475371648719,0.0
DON_000804,Donor_804,24,Male,O+,"Mumbai, India",19.09590029513519,72.8777292596668,2025-04-16,Unavailable,Hypertension,+91-9544659112,5,0.24214152208068682,0.3
DON_000805,Donor_805,37,Male,O+,"Mumbai, India",19.056725175724658,72.87382848944151,2025-04-14,Available,None,+91-8152750071,5,0.42760907965352396,1.0
DON_000806,Donor_806,46,Male,B+,"Kolkata, India",22.57586158863916,88.36302984776682,2024-11-18,Unavailable,Anemia,+91-8384287616,1,0.6972618017415206,0.3
DON_000807,Donor_807,28,Female,O+,"Chennai, India",13.072811276523645,80.26579127105107,2024-04-22,Available,None,+91-8054393708,4,0.7352055689779697,1.0
DON_000808,Donor_808,28,Female,B+,"Delhi, India",28.715684719964734,77.10865118855826,2025-06-19,Available,None,+91-7372214308,1,0.906266611342501,1.0
DON_000809,Donor_809,54,Female,O+,"Chennai, India",13.101706490417222,80.27463295138168,2024-01-24,Unavailable,Anemia,+91-8197987692,1,0.7944249186125678,0.3
DON_000810,Donor_810,48,Female,O+,"Bangalore, India",12.972449729626359,77.58600174529212,2025-07-03,Unavailable,None,+91-8936179853,3,0.6699045050791167,0.0
DON_000811,Donor_811,50,Male,B+,"Mumbai, India",19.066378587718095,72.87770223947996,2025-04-04,Unavailable,Hypertension,+91-8047385483,5,0.8425237400322646,0.3
DON_000812,Donor_812,33,Female,B+,"Chennai, India",13.070678316328257,80.26506918922948,2025-06-07,Available,None,+91-8995907669,2,0.391971853169503,1.0
DON_000813,Donor_813,23,Male,O-,"Delhi, India",28.710823929698808,77.12093316046126,2024-12-18,Unavailable,Anemia,+91-9447485590,1,0.7473050496146306,0.3
DON_000814,Donor_814,52,Male,B+,"Bangalore, India",12.958622716243188,77.57997889544805,2024-06-30,Available,None,+91-9621354709,2,0.30515651611109246,1.0
DON_000815,Donor_815,47,Male,AB+,"Hyderabad, India",17.37058658254285,78.48752874453992,2025-04-26,Unavailable,Anemia,+91-9869847630,1,0.05282151558395591,0.3
DON_000816,Donor_816,38,Female,O+,"Mumbai, India",19.064617540539402,72.87051801239495,2024-12-26,Available,None,+91-8627746667,2,0.8025145677263078,1.0
DON_000817,Donor_817,37,Male,O+,"Mumbai, India",19.079216526595918,72.86963229547997,2023-06-15,Available,None,+91-8444812497,2,0.14262445042993493,1.0
DON_000818,Donor_818,34,Female,O-,"Chennai, India",13.084529145636203,80.25216267758782,2024-04-20,Available,None,+91-7123265537,5,0.5860556854918602,1.0
DON_000819,Donor_819,40,Male,A+,"Hyderabad, India",17.366102965163787,78.49225552481832,2025-05-10,Available,None,+91-9123030247,3,0.28024365682463953,1.0
DON_000820,Donor_820,27,Male,O-,"Mumbai, India",19.0851626919893,72.90256020246278,2025-05-14,Unavailable,Hypertension,+91-8395925222,0,0.6481258455789325,0.3
DON_000821,Donor_821,29,Male,O+,"Bangalore, India",12.989531143276075,77.58672277566734,2025-06-30,Unavailable,None,+91-7780996231,1,0.733747285933424,0.0
DON_000822,Donor_822,37,Female,A-,"Bangalore, India",12.985940010037305,77.58573360830795,2025-01-26,Available,None,+91-9094011037,2,0.7973857205328283,1.0
DON_000823,Donor_823,43,Male,O+,"Mumbai, India",19.08514867798098,72.86155823665035,2024-04-29,Available,None,+91-7911047815,3,0.1564333756828505,1.0
DON_000824,Donor_824,64,Female,O+,"Delhi, India",28.70794367716517,77.08495069806884,2025-05-17,Available,None,+91-8523961606,0,0.3487923364060076,1.0
DON_000825,Donor_825,18,Male,B+,"Delhi, India",28.69333045459122,77.11368498180423,2025-05-28,Unavailable,Hypertension,+91-8109615163,2,0.12409556194273959,0.3
DON_000826,Donor_826,36,Male,B+,"Bangalore, India",12.98337706354355,77.57787038390462,2024-10-24,Available,None,+91-8461744198,2,0.40388150974080567,1.0
DON_000827,Donor_827,18,Male,O+,"Delhi, India",28.721906249559172,77.10056844775151,2024-02-16,Unavailable,Anemia,+91-8201124041,1,0.3393521581269291,0.3
DON_000828,Donor_828,18,Female,A+,"Mumbai, India",19.05308707193116,72.86661502909203,2025-07-26,Unavailable,None,+91-9560466250,2,0.7473414649375649,0.0
DON_000829,Donor_829,18,Male,B-,"Mumbai, India",19.06599729477223,72.89304809806104,2025-07-12,Unavailable,None,+91-8186564497,1,0.32374466234401306,0.0
DON_000830,Donor_830,18,Female,B+,"Mumbai, India",19.08416569023971,72.87292508403159,2025-04-22,Unavailable,Diabetes,+91-9387104291,0,0.4475634788831238,0.3
DON_000831,Donor_831,22,Male,B+,"Mumbai, India",19.08851528869214,72.87450167735872,2024-07-15,Unavailable,Heart Disease,+91-7043598698,1,0.6276545287742872,0.3
DON_000832,Donor_832,54,Female,A+,"Bangalore, India",12.975499455993836,77.59534887584371,2025-04-26,Available,None,+91-9218897149,4,0.7470214068680389,1.0
DON_000833,Donor_833,20,Male,O+,"Chennai, India",13.077729475131644,80.25018977511475,2025-06-30,Unavailable,None,+91-7820581106,3,0.19268843548679696,0.0
DON_000834,Donor_834,46,Female,B+,"Delhi, India",28.698348135503565,77.10238099176907,2024-03-28,Unavailable,Hypertension,+91-7367704871,3,0.5455905245692674,0.3
DON_000835,Donor_835,27,Female,O+,"Kolkata, India",22.581365405122924,88.35399263081258,2025-06-19,Available,None,+91-8036616336,0,0.4209039123856204,1.0
DON_000836,Donor_836,34,Male,O+,"Kolkata, India",22.565902447002102,88.37425396449805,2024-11-07,Available,None,+91-8745595491,1,0.5082995452170163,1.0
DON_000837,Donor_837,34,Female,O+,"Mumbai, India",19.075026189940864,72.86940679625638,2024-03-09,Unavailable,Malaria,+91-9098425880,3,0.28356120538841106,0.3
DON_000838,Donor_838,42,Female,AB+,"Mumbai, India",19.067355696863267,72.88462775769709,2024-08-17,Available,None,+91-9384463652,0,0.4963749509659542,1.0
DON_000839,Donor_839,32,Male,O+,"Mumbai, India",19.07571742246702,72.87719919401144,2025-03-20,Available,None,+91-8032183433,2,0.5667723740882687,1.0
DON_000840,Donor_840,52,Male,B+,"Chennai, India",13.069312762938646,80.26184331815995,2025-07-13,Unavailable,None,+91-9966144543,6,0.44962774732101085,0.0
DON_000841,Donor_841,24,Female,O+,"Chennai, India",13.084367819386557,80.2704019621815,2025-01-20,Available,None,+91-9044804330,2,0.22922854325065567,1.0
DON_000842,Donor_842,41,Female,O+,"Delhi, India",28.703274864810886,77.08544792392225,2025-06-24,Available,None,+91-9774131811,0,0.4071920581761516,1.0
